country,league,home_team,away_team,date,season,home_team_goal,away_team_goal
Belgium,Belgium Jupiler League,KAA Gent,Standard de Liège,2009-05-16 00:00:00,2008/2009,0,1
Belgium,Belgium Jupiler League,SV Zulte-Waregem,RAEC Mons,2009-05-16 00:00:00,2008/2009,3,0
Belgium,Belgium Jupiler League,FCV Dender EH,Sporting Charleroi,2009-05-16 00:00:00,2008/2009,1,2
Belgium,Belgium Jupiler League,KSV Roeselare,KSV Cercle Brugge,2009-05-16 00:00:00,2008/2009,1,2
Belgium,Belgium Jupiler League,KV Mechelen,Sporting Lokeren,2009-05-15 00:00:00,2008/2009,3,0
Belgium,Belgium Jupiler League,Club Brugge KV,Royal Excel Mouscron,2009-05-16 00:00:00,2008/2009,4,1
Belgium,Belgium Jupiler League,KVC Westerlo,KV Kortrijk,2009-05-16 00:00:00,2008/2009,1,3
Belgium,Belgium Jupiler League,Tubize,Beerschot AC,2009-05-16 00:00:00,2008/2009,1,0
Belgium,Belgium Jupiler League,Club Brugge KV,FCV Dender EH,2008-09-13 00:00:00,2008/2009,1,1
Belgium,Belgium Jupiler League,Standard de Liège,KV Kortrijk,2008-09-13 00:00:00,2008/2009,2,0
Belgium,Belgium Jupiler League,RAEC Mons,RSC Anderlecht,2008-09-13 00:00:00,2008/2009,1,2
Belgium,Belgium Jupiler League,SV Zulte-Waregem,KRC Genk,2008-09-14 00:00:00,2008/2009,1,3
Belgium,Belgium Jupiler League,Sporting Charleroi,KSV Cercle Brugge,2008-09-14 00:00:00,2008/2009,3,2
Belgium,Belgium Jupiler League,Sporting Lokeren,KVC Westerlo,2008-09-13 00:00:00,2008/2009,1,1
Belgium,Belgium Jupiler League,KV Mechelen,Tubize,2008-09-13 00:00:00,2008/2009,0,0
Belgium,Belgium Jupiler League,Royal Excel Mouscron,KAA Gent,2008-09-13 00:00:00,2008/2009,4,2
Belgium,Belgium Jupiler League,Beerschot AC,KSV Roeselare,2008-09-13 00:00:00,2008/2009,3,0
Belgium,Belgium Jupiler League,RSC Anderlecht,Sporting Charleroi,2008-09-19 00:00:00,2008/2009,2,0
Belgium,Belgium Jupiler League,KRC Genk,Club Brugge KV,2008-09-21 00:00:00,2008/2009,0,1
Belgium,Belgium Jupiler League,KSV Cercle Brugge,Beerschot AC,2008-09-20 00:00:00,2008/2009,1,0
Belgium,Belgium Jupiler League,KAA Gent,KV Mechelen,2008-09-20 00:00:00,2008/2009,1,2
Belgium,Belgium Jupiler League,FCV Dender EH,SV Zulte-Waregem,2008-09-20 00:00:00,2008/2009,2,0
Belgium,Belgium Jupiler League,KSV Roeselare,Sporting Lokeren,2008-09-20 00:00:00,2008/2009,0,1
Belgium,Belgium Jupiler League,KV Kortrijk,RAEC Mons,2008-09-20 00:00:00,2008/2009,1,0
Belgium,Belgium Jupiler League,Tubize,Standard de Liège,2008-09-21 00:00:00,2008/2009,0,1
Belgium,Belgium Jupiler League,KVC Westerlo,Royal Excel Mouscron,2008-09-20 00:00:00,2008/2009,0,0
Belgium,Belgium Jupiler League,Club Brugge KV,KVC Westerlo,2008-09-27 00:00:00,2008/2009,2,0
Belgium,Belgium Jupiler League,Standard de Liège,RSC Anderlecht,2008-09-26 00:00:00,2008/2009,2,1
Belgium,Belgium Jupiler League,RAEC Mons,KSV Roeselare,2008-09-27 00:00:00,2008/2009,2,0
Belgium,Belgium Jupiler League,SV Zulte-Waregem,Tubize,2008-09-27 00:00:00,2008/2009,1,0
Belgium,Belgium Jupiler League,Sporting Charleroi,KV Kortrijk,2008-09-27 00:00:00,2008/2009,1,2
Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Cercle Brugge,2008-09-27 00:00:00,2008/2009,1,1
Belgium,Belgium Jupiler League,KV Mechelen,FCV Dender EH,2008-09-29 00:00:00,2008/2009,4,1
Belgium,Belgium Jupiler League,Royal Excel Mouscron,KRC Genk,2008-09-28 00:00:00,2008/2009,1,2
Belgium,Belgium Jupiler League,Beerschot AC,KAA Gent,2008-09-28 00:00:00,2008/2009,2,2
Belgium,Belgium Jupiler League,RSC Anderlecht,Royal Excel Mouscron,2008-10-03 00:00:00,2008/2009,2,1
Belgium,Belgium Jupiler League,KRC Genk,KV Mechelen,2008-10-04 00:00:00,2008/2009,2,1
Belgium,Belgium Jupiler League,RAEC Mons,Sporting Charleroi,2008-10-04 00:00:00,2008/2009,1,1
Belgium,Belgium Jupiler League,KSV Cercle Brugge,Standard de Liège,2008-10-05 00:00:00,2008/2009,4,1
Belgium,Belgium Jupiler League,KAA Gent,Sporting Lokeren,2008-10-04 00:00:00,2008/2009,1,1
Belgium,Belgium Jupiler League,KSV Roeselare,Club Brugge KV,2008-10-05 00:00:00,2008/2009,0,1
Belgium,Belgium Jupiler League,KV Kortrijk,Beerschot AC,2008-10-04 00:00:00,2008/2009,0,0
Belgium,Belgium Jupiler League,Tubize,FCV Dender EH,2008-10-04 00:00:00,2008/2009,2,1
Belgium,Belgium Jupiler League,KVC Westerlo,SV Zulte-Waregem,2008-10-04 00:00:00,2008/2009,3,2
Belgium,Belgium Jupiler League,Club Brugge KV,KSV Cercle Brugge,2008-10-19 00:00:00,2008/2009,3,1
Belgium,Belgium Jupiler League,Standard de Liège,RAEC Mons,2008-10-18 00:00:00,2008/2009,2,1
Belgium,Belgium Jupiler League,SV Zulte-Waregem,RSC Anderlecht,2008-10-19 00:00:00,2008/2009,4,0
Belgium,Belgium Jupiler League,Sporting Lokeren,KV Kortrijk,2008-10-18 00:00:00,2008/2009,2,0
Belgium,Belgium Jupiler League,FCV Dender EH,KRC Genk,2008-10-18 00:00:00,2008/2009,2,4
Belgium,Belgium Jupiler League,KV Mechelen,KVC Westerlo,2008-10-18 00:00:00,2008/2009,1,3
Belgium,Belgium Jupiler League,Royal Excel Mouscron,KSV Roeselare,2008-10-18 00:00:00,2008/2009,2,0
Belgium,Belgium Jupiler League,Tubize,KAA Gent,2008-10-18 00:00:00,2008/2009,0,1
Belgium,Belgium Jupiler League,Beerschot AC,Sporting Charleroi,2008-10-18 00:00:00,2008/2009,1,2
Belgium,Belgium Jupiler League,RSC Anderlecht,KV Mechelen,2008-10-25 00:00:00,2008/2009,7,1
Belgium,Belgium Jupiler League,KRC Genk,Standard de Liège,2008-10-26 00:00:00,2008/2009,0,0
Belgium,Belgium Jupiler League,RAEC Mons,Beerschot AC,2008-10-25 00:00:00,2008/2009,0,0
Belgium,Belgium Jupiler League,Sporting Charleroi,Sporting Lokeren,2008-10-25 00:00:00,2008/2009,1,1
Belgium,Belgium Jupiler League,KSV Cercle Brugge,FCV Dender EH,2008-10-25 00:00:00,2008/2009,1,2
Belgium,Belgium Jupiler League,KAA Gent,Club Brugge KV,2008-10-26 00:00:00,2008/2009,3,0
Belgium,Belgium Jupiler League,KSV Roeselare,SV Zulte-Waregem,2008-10-25 00:00:00,2008/2009,0,3
Belgium,Belgium Jupiler League,KV Kortrijk,Royal Excel Mouscron,2008-10-24 00:00:00,2008/2009,2,2
Belgium,Belgium Jupiler League,KVC Westerlo,Tubize,2008-10-25 00:00:00,2008/2009,4,1
Belgium,Belgium Jupiler League,Standard de Liège,Sint-Truidense VV,2009-07-31 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,Sporting Charleroi,Club Brugge KV,2009-08-02 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,KSV Cercle Brugge,KAA Gent,2009-08-02 00:00:00,2009/2010,1,3
Belgium,Belgium Jupiler League,Sporting Lokeren,SV Zulte-Waregem,2009-08-01 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KV Kortrijk,RSC Anderlecht,2009-08-01 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,KV Mechelen,KVC Westerlo,2009-08-01 00:00:00,2009/2010,4,1
Belgium,Belgium Jupiler League,KSV Roeselare,Beerschot AC,2009-08-01 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Club Brugge KV,RSC Anderlecht,2009-10-04 00:00:00,2009/2010,4,2
Belgium,Belgium Jupiler League,Standard de Liège,KRC Genk,2009-10-04 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,Sint-Truidense VV,SV Zulte-Waregem,2009-10-03 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,Sporting Charleroi,KV Kortrijk,2009-10-03 00:00:00,2009/2010,3,3
Belgium,Belgium Jupiler League,KV Mechelen,Sporting Lokeren,2009-10-03 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,KSV Roeselare,KSV Cercle Brugge,2009-10-03 00:00:00,2009/2010,3,2
Belgium,Belgium Jupiler League,Beerschot AC,KVC Westerlo,2009-10-03 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,Club Brugge KV,KAA Gent,2009-10-18 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,RSC Anderlecht,Sporting Charleroi,2009-10-17 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,KRC Genk,KV Mechelen,2009-10-18 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,SV Zulte-Waregem,Beerschot AC,2009-10-17 00:00:00,2009/2010,4,0
Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Cercle Brugge,2009-10-17 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KV Kortrijk,KSV Roeselare,2009-10-17 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,KVC Westerlo,Standard de Liège,2009-10-17 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,Standard de Liège,SV Zulte-Waregem,2009-10-24 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Sint-Truidense VV,KAA Gent,2009-10-24 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,Sporting Charleroi,KVC Westerlo,2009-10-24 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KSV Cercle Brugge,KV Kortrijk,2009-10-24 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Sporting Lokeren,KRC Genk,2009-10-23 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,KV Mechelen,RSC Anderlecht,2009-10-25 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,KSV Roeselare,Club Brugge KV,2009-10-25 00:00:00,2009/2010,2,3
Belgium,Belgium Jupiler League,Club Brugge KV,Sint-Truidense VV,2009-10-31 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,RSC Anderlecht,Sporting Lokeren,2009-10-31 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,KRC Genk,KSV Cercle Brugge,2009-11-02 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,SV Zulte-Waregem,Sporting Charleroi,2009-10-31 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,KAA Gent,Beerschot AC,2009-11-01 00:00:00,2009/2010,0,1
Belgium,Belgium Jupiler League,KV Kortrijk,KV Mechelen,2009-10-31 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,KVC Westerlo,KSV Roeselare,2009-10-31 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,Standard de Liège,Club Brugge KV,2009-11-08 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,KRC Genk,RSC Anderlecht,2009-11-08 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,Sporting Charleroi,KAA Gent,2009-11-06 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,KSV Cercle Brugge,KVC Westerlo,2009-11-07 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,Sporting Lokeren,KV Kortrijk,2009-11-07 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,KSV Roeselare,SV Zulte-Waregem,2009-11-07 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,Beerschot AC,Sint-Truidense VV,2009-11-07 00:00:00,2009/2010,4,1
Belgium,Belgium Jupiler League,Club Brugge KV,Beerschot AC,2009-11-21 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Roeselare,2009-11-21 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,Sint-Truidense VV,KSV Cercle Brugge,2009-11-21 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,SV Zulte-Waregem,KV Mechelen,2009-11-22 00:00:00,2009/2010,4,1
Belgium,Belgium Jupiler League,KAA Gent,Standard de Liège,2009-11-21 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KV Kortrijk,KRC Genk,2009-11-22 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KVC Westerlo,Sporting Lokeren,2009-11-21 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,Club Brugge KV,Sporting Charleroi,2009-11-28 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,RSC Anderlecht,KV Kortrijk,2009-11-27 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,Sint-Truidense VV,Standard de Liège,2009-11-29 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,SV Zulte-Waregem,Sporting Lokeren,2009-11-29 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,KAA Gent,KSV Cercle Brugge,2009-11-28 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,KVC Westerlo,KV Mechelen,2009-11-28 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,Beerschot AC,KSV Roeselare,2009-11-28 00:00:00,2009/2010,3,0
Belgium,Belgium Jupiler League,Standard de Liège,Beerschot AC,2009-12-05 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,KRC Genk,KVC Westerlo,2009-12-05 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,Sporting Charleroi,Sint-Truidense VV,2009-12-05 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,KSV Cercle Brugge,RSC Anderlecht,2009-12-06 00:00:00,2009/2010,1,3
Belgium,Belgium Jupiler League,Sporting Lokeren,Club Brugge KV,2009-12-06 00:00:00,2009/2010,0,1
Belgium,Belgium Jupiler League,KV Kortrijk,SV Zulte-Waregem,2009-12-05 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,KV Mechelen,KAA Gent,2009-12-04 00:00:00,2009/2010,2,5
Belgium,Belgium Jupiler League,Club Brugge KV,KV Mechelen,2009-12-12 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Standard de Liège,KSV Roeselare,2009-12-12 00:00:00,2009/2010,0,1
Belgium,Belgium Jupiler League,Sint-Truidense VV,KV Kortrijk,2009-12-12 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Cercle Brugge,2009-12-13 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,KAA Gent,KRC Genk,2009-12-13 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KVC Westerlo,RSC Anderlecht,2009-12-11 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,Beerschot AC,Sporting Charleroi,2009-12-12 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,RSC Anderlecht,Club Brugge KV,2010-02-03 00:00:00,2009/2010,3,2
Belgium,Belgium Jupiler League,KRC Genk,SV Zulte-Waregem,2009-12-19 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,Sporting Charleroi,Standard de Liège,2010-02-04 00:00:00,2009/2010,2,3
Belgium,Belgium Jupiler League,Sporting Lokeren,KAA Gent,2009-12-19 00:00:00,2009/2010,0,1
Belgium,Belgium Jupiler League,KV Kortrijk,KVC Westerlo,2009-12-19 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KV Mechelen,Beerschot AC,2010-02-02 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,KSV Roeselare,Sint-Truidense VV,2009-12-19 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,Club Brugge KV,Sporting Lokeren,2009-08-09 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,RSC Anderlecht,KSV Cercle Brugge,2009-08-08 00:00:00,2009/2010,3,2
Belgium,Belgium Jupiler League,Sint-Truidense VV,Sporting Charleroi,2009-08-08 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,SV Zulte-Waregem,KRC Genk,2009-08-08 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,KAA Gent,KV Mechelen,2009-08-09 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KVC Westerlo,KV Kortrijk,2009-08-08 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Beerschot AC,Standard de Liège,2009-08-07 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Club Brugge KV,KSV Cercle Brugge,2009-12-26 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,Standard de Liège,Sporting Lokeren,2009-12-26 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,Sint-Truidense VV,KV Mechelen,2009-12-26 00:00:00,2009/2010,5,2
Belgium,Belgium Jupiler League,SV Zulte-Waregem,KVC Westerlo,2009-12-27 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,Sporting Charleroi,KSV Roeselare,2009-12-26 00:00:00,2009/2010,3,0
Belgium,Belgium Jupiler League,KAA Gent,RSC Anderlecht,2009-12-27 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,Beerschot AC,KRC Genk,2009-12-26 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,RSC Anderlecht,SV Zulte-Waregem,2009-12-30 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KRC Genk,Sint-Truidense VV,2009-12-29 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,KSV Cercle Brugge,Standard de Liège,2009-12-29 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,Sporting Lokeren,Beerschot AC,2009-12-30 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,KV Kortrijk,Club Brugge KV,2009-12-30 00:00:00,2009/2010,1,4
Belgium,Belgium Jupiler League,KV Mechelen,Sporting Charleroi,2009-12-30 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,KSV Roeselare,KAA Gent,2009-12-30 00:00:00,2009/2010,0,4
Belgium,Belgium Jupiler League,Club Brugge KV,KVC Westerlo,2010-01-30 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,Standard de Liège,RSC Anderlecht,2010-01-17 00:00:00,2009/2010,0,4
Belgium,Belgium Jupiler League,Sint-Truidense VV,Sporting Lokeren,2010-01-16 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,Sporting Charleroi,KRC Genk,2010-01-16 00:00:00,2009/2010,1,3
Belgium,Belgium Jupiler League,KAA Gent,KV Kortrijk,2010-01-15 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,KSV Roeselare,KV Mechelen,2010-01-16 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,Beerschot AC,KSV Cercle Brugge,2010-01-17 00:00:00,2009/2010,1,4
Belgium,Belgium Jupiler League,KRC Genk,Club Brugge KV,2010-01-24 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,SV Zulte-Waregem,Sint-Truidense VV,2010-01-23 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,KSV Cercle Brugge,Sporting Charleroi,2010-02-24 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Roeselare,2010-01-23 00:00:00,2009/2010,1,4
Belgium,Belgium Jupiler League,KV Kortrijk,Beerschot AC,2010-01-23 00:00:00,2009/2010,3,0
Belgium,Belgium Jupiler League,KV Mechelen,Standard de Liège,2010-01-24 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,KVC Westerlo,KAA Gent,2010-01-23 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,Standard de Liège,KV Kortrijk,2010-01-31 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,Sint-Truidense VV,KVC Westerlo,2010-02-03 00:00:00,2009/2010,0,1
Belgium,Belgium Jupiler League,Sporting Charleroi,Sporting Lokeren,2010-03-10 00:00:00,2009/2010,4,1
Belgium,Belgium Jupiler League,KAA Gent,SV Zulte-Waregem,2010-01-31 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,KV Mechelen,KSV Cercle Brugge,2010-01-30 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,KSV Roeselare,KRC Genk,2010-02-24 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Beerschot AC,RSC Anderlecht,2010-01-29 00:00:00,2009/2010,0,5
Belgium,Belgium Jupiler League,RSC Anderlecht,Sint-Truidense VV,2010-02-06 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,KRC Genk,Standard de Liège,2010-02-07 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,SV Zulte-Waregem,Club Brugge KV,2010-02-07 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KSV Cercle Brugge,KSV Roeselare,2010-02-06 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,Sporting Lokeren,KV Mechelen,2010-02-06 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KV Kortrijk,Sporting Charleroi,2010-02-07 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KVC Westerlo,Beerschot AC,2010-02-06 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Standard de Liège,KVC Westerlo,2010-02-14 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,Sporting Charleroi,RSC Anderlecht,2010-03-06 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,KSV Cercle Brugge,Sporting Lokeren,2010-03-06 00:00:00,2009/2010,4,0
Belgium,Belgium Jupiler League,KAA Gent,Club Brugge KV,2010-02-14 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KV Mechelen,KRC Genk,2010-03-07 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KSV Roeselare,KV Kortrijk,2010-02-13 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,Beerschot AC,SV Zulte-Waregem,2010-03-07 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Club Brugge KV,Standard de Liège,2010-02-21 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,RSC Anderlecht,KV Mechelen,2010-02-21 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,KRC Genk,Sporting Lokeren,2010-02-19 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Roeselare,2010-02-20 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KAA Gent,Sint-Truidense VV,2010-02-20 00:00:00,2009/2010,0,1
Belgium,Belgium Jupiler League,KV Kortrijk,KSV Cercle Brugge,2010-02-20 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,KVC Westerlo,Sporting Charleroi,2010-02-20 00:00:00,2009/2010,4,0
Belgium,Belgium Jupiler League,Sint-Truidense VV,Club Brugge KV,2010-02-28 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Sporting Charleroi,SV Zulte-Waregem,2010-02-28 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,KSV Cercle Brugge,KRC Genk,2010-02-27 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,Sporting Lokeren,KVC Westerlo,2010-02-27 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,KV Mechelen,KV Kortrijk,2010-02-27 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KSV Roeselare,RSC Anderlecht,2010-02-28 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,Beerschot AC,KAA Gent,2010-02-26 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Club Brugge KV,KSV Roeselare,2010-03-14 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,RSC Anderlecht,KRC Genk,2010-03-14 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,Sint-Truidense VV,Beerschot AC,2010-03-14 00:00:00,2009/2010,2,0
Belgium,Belgium Jupiler League,SV Zulte-Waregem,Standard de Liège,2010-03-14 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KAA Gent,Sporting Charleroi,2010-03-14 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KV Kortrijk,Sporting Lokeren,2010-03-14 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,KVC Westerlo,KSV Cercle Brugge,2010-03-14 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,RSC Anderlecht,KVC Westerlo,2009-08-15 00:00:00,2009/2010,3,0
Belgium,Belgium Jupiler League,KRC Genk,KAA Gent,2009-08-15 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Sporting Charleroi,Beerschot AC,2009-08-16 00:00:00,2009/2010,1,0
Belgium,Belgium Jupiler League,KSV Cercle Brugge,SV Zulte-Waregem,2009-08-15 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,Sporting Lokeren,Sint-Truidense VV,2009-08-15 00:00:00,2009/2010,1,2
Belgium,Belgium Jupiler League,KV Mechelen,Club Brugge KV,2009-08-15 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KSV Roeselare,Standard de Liège,2009-08-15 00:00:00,2009/2010,1,5
Belgium,Belgium Jupiler League,Standard de Liège,KAA Gent,2010-03-21 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,KRC Genk,KV Kortrijk,2010-03-21 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,KSV Cercle Brugge,Sint-Truidense VV,2010-03-21 00:00:00,2009/2010,3,1
Belgium,Belgium Jupiler League,Sporting Lokeren,RSC Anderlecht,2010-03-21 00:00:00,2009/2010,0,4
Belgium,Belgium Jupiler League,KV Mechelen,SV Zulte-Waregem,2010-03-21 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,KSV Roeselare,KVC Westerlo,2010-03-21 00:00:00,2009/2010,0,0
Belgium,Belgium Jupiler League,Beerschot AC,Club Brugge KV,2010-03-21 00:00:00,2009/2010,1,4
Belgium,Belgium Jupiler League,Club Brugge KV,KV Kortrijk,2009-08-23 00:00:00,2009/2010,2,2
Belgium,Belgium Jupiler League,Standard de Liège,Sporting Charleroi,2009-08-21 00:00:00,2009/2010,1,1
Belgium,Belgium Jupiler League,Sint-Truidense VV,KSV Roeselare,2009-08-22 00:00:00,2009/2010,2,1
Belgium,Belgium Jupiler League,SV Zulte-Waregem,RSC Anderlecht,2009-08-22 00:00:00,2009/2010,0,2
Belgium,Belgium Jupiler League,KAA Gent,Sporting Lokeren,2009-08-22 00:00:00,2009/2010,4,1
Belgium,Belgium Jupiler League,KVC Westerlo,KRC Genk,2009-08-23 00:00:00,2009/2010,0,1
